Sentence,Idiom,NumOfWordsBetween,BetweenPOS,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG,Usage
zeus 's head be lose but seem to have be turn to he proper right and on this the side of good omen one would expect pelop to stand as he do in fig. 124,lose_head,29,"['CJC', 'VVZ', 'TO0', 'VHI', 'VBN', 'VVN', 'PRP', 'DPS', 'AJ0', 'NN1', 'CJC', 'PRP', 'DT0', 'AT0', 'NN1', 'PRF', 'AJ0', 'NN1', 'PNI', 'VM0', 'VVI', 'NN2', 'TO0', 'VVI', 'CJS', 'PNP', 'VDZ', 'PRP', 'NN1']",VBZ,NN1,,,1,35,0.30335,L
finch lose he head and say to this woman whose fastidiousness he most rever you would not lie about you own age that be the thing,lose_head,1,['DPS'],NP0,,CJC,VVD,1,26,0.100777778,I
player i should concentrate on not lose you head,lose_head,1,['DPS'],XX0,PRP-AVP,,,1,9,-0.4665,Q
fred i be worried with all that money you will not lose you head there be a lot of clever dishonest people she mean woman he say about these day i bring you up as well as i could and if you do wrong it be the same as if i do,lose_head,1,['DPS'],XX0,VM0,EX0,VBB,1,52,0.240590909,I
he make a sort of feeble pretence of be afraid that he might lose he head,lose_head,1,['DPS'],VM0,PNP,,,1,16,-0.11375,Q
i be not go to lose i head and try and rush out at the first chance,lose_head,1,['DPS'],TO0,VVG,CJC,VVB,1,17,0.1127,I
now it seem fortunate that i have not just as it seem though still obscurely fortunate that i have not lose i head in other way when i write to she,lose_head,1,['DPS'],XX0,VHD,PRP,AJ0,1,31,0.267230769,I
maybe it be a pity that people have not lose the head a bit that they have not go berserk and show up the authority for what they be i do not know unfeeling inhuman unconcerned,lose_head,1,['AT0'],XX0,VHB,AT0,NN1,1,36,0.166047619,I
on the other hand pinkie seem to have lose he head to a certain extent perhaps at the prospect of make he mark by bring in something novel in the way of business,lose_head,1,['DPS'],VHI,TO0,PRP,AT0,1,33,0.420909091,I
that be a very nice bull i shoot but i lose he head,lose_head,1,['DPS'],PNP,CJC,,,1,13,-0.451166667,L
they say he have lose he head and start shoot,lose_head,1,['DPS'],VHD,PNP,CJC,VVD,1,10,0.026166667,I
orpheus of course lose he head say the superintendent ruminatively the scottish accent now quite discernible,lose_head,1,['DPS'],NN1,PRF,VVD,AT0,1,16,0.3926,Q
i must be lose i head she think,lose_head,1,['DPS'],VBI,VM0,PNP,VVD,1,8,-0.133666667,I
no anne would have lose she head in decent privacy within the wall on tower green,lose_head,1,['DPS'],VHI,VM0,PRP,AJ0,2,16,0.301,Q
and yet like anne boleyn all those century before she she know she be in imminent danger of lose she head,lose_head,1,['DPS'],PRF,NN1,,,1,21,0.0251,L
within second she blonde head be lose in the crowd,lose_head,2,"['PRP', 'AT0']",VBD,NN1,,,1,10,0.00775,L
she be lose she head utterly and decide to marry i instead,lose_head,1,['DPS'],VBZ,PNP,AV0,CJC,1,12,-0.046833333,I
for heaven 's sake shae she tell herself desperately he be be nice to you but do not lose you head over it,lose_head,1,['DPS'],XX0,VDB,PRP,PNP,1,23,0.094363636,I
this be another problem which surface from engineering attempt but also make itself evident in authorial blunder the civil defence poster caption when a hand-grenade land near by do not lose you head,lose_head,1,['DPS'],XX0,VDB,,,1,33,0.117421053,Q
do not lose you head ellie she warn herself,lose_head,1,['DPS'],XX0,VDB,NP0,PNP,1,9,-0.0928,Q
this do not mean that you have to spend a fortune on tool but beware of cheap spanner and screwdriver which may not be strong enough for the job or of cheap hammer which may lose they head,lose_head,1,['DPS'],VM0,DTQ,,,1,38,0.352636364,L
unfortunately the dummy have literally lose he head after frank back the car over it and it be be fix,lose_head,1,['DPS'],AV0,VHZ,CJS-PRP,NP0,1,20,0.129692308,L
george lansbury speak at shoreditch town hall in january 1924 remind the monarch that some century ago a king stand against the common people and he lose he head,lose_head,1,['DPS'],PNP,CJC,,,1,29,0.222588235,Q
you mentor might lose he head on the block or be hand a p45 in today 's language,lose_head,1,['DPS'],VM0,NN1,PRP,AT0,1,18,0.257888889,L
it be very easy to lose you head in these situation,lose_head,1,['DPS'],TO0,AJ0,PRP,DT0,1,11,0.080714286,Q
but this time she know she be in no danger of lose she head,lose_head,1,['DPS'],PRF,NN1,,,1,14,0,Q
it be week since the night of thunder and lightning and lose she head in st lucia,lose_head,1,['DPS'],CJC,NN1,PRP,NP0,1,17,-0.071333333,Q
but if you be afraid i will lose i head once we be alone together by all means bring a chaperon,lose_head,1,['DPS'],VM0,PNP,CJS,PNP,1,21,-0.439625,I
i get you on the bed and just lose i head completely,lose_head,1,['DPS'],AV0,CJC,AV0,,1,12,0.231714286,I
he have come home on 30 march and refer to sutherland have tell she that bastard have the cheek to lose the head with i because it do not work,lose_head,1,['AT0'],TO0,NN1,PRP,PNP,1,30,0.276411765,I
he completely lose the head,lose_head,1,['AT0'],AV0,PNP,,,1,5,0.1505,Q
the incredible part be he sue the fan manufacturer on the basis that there be no warning through say you know if you toss a small child up towards this it be go to lose it you know it head,lose_head,4,"['DPS', 'PNP', 'VVB', 'DPS']",TO0,VVG,,,1,40,0.39847619,L
gabriel have lose she head,lose_head,1,['DPS'],VHD,NP0,,,1,5,-0.159,Q
liverpool show enough in moscow before lose they head to indicate that the task be not beyond they,lose_head,1,['DPS'],PRP,NP0,TO0,VVI,1,18,0.3419,I
he have lose he head,lose_head,1,['DPS'],VHZ,PNP,,,2,5,-0.159,Q
once the blockade of the river lead into the city be break by english ship james and he besieger lose heart and abandon the siege,lose_heart,0,[],NN2,DPS,CJC,VVD,1,25,0.2106875,I
we must not lose heart because continued pressure from a caring public can influence even the most apathetic government eventually,lose_heart,0,[],XX0,VM0,CJS,AJ0,1,20,0.103555556,I
in the face of the self-confident panache of the new monetarist the policy study group and the apostle of the market-place significant number of british intellectual seem to lose heart,lose_heart,0,[],TO0,VVD,,,1,30,0.55044,I
it take some effort for charles not to lose heart,lose_heart,0,[],TO0,XX0,,,1,10,0.131166667,I
i have lose i heart to the little golden flower that brighten the meadow like a thousand sun,lose_heart,1,['DPS'],VHD,PNP,PRP,AT0,1,18,0.251384615,I
but see the confusion on she desk all the thing that have to be do she lose heart,lose_heart,0,[],PNP,VDN,,,1,18,0.229454545,I
dreyer be unfairly discredit and appear to have lose heart for far work,lose_heart,0,[],VHI,TO0,PRP,AJC,1,13,-0.0966,I
i son do not make light of the lord 's discipline and do not lose heart when he rebuke you because the lord discipline those he love and he punish everyone he accept as a son,lose_heart,0,[],XX0,VDB,CJS-AVQ,PNP,1,36,0.355571429,I
you will need to steel yourself for this possible increase initially in the behaviour you want to eliminate but do not lose heart stick to you gun,lose_heart,0,[],XX0,VDB,VVB-NN1,PRP,1,27,0.341875,I
make the right effort accept the need to pursue moral mental and spiritual discipline without lose heart,lose_heart,0,[],PRP,NN2,,,1,17,0.3400625,I
but the london planetarium have not lose it heart,lose_heart,1,['DPS'],XX0,VHZ,,,1,9,0.276,I
the militia lose heart at this news they have already be on duty for a month and have be treat with extraordinary meanness by the citizen they be defend who they complain would not even allow straw for the poor man to lay upon while some be eight some seven and all six night and day under arm upon the wall,lose_heart,0,[],NN0,AT0,PRP,DT0,1,61,0.23227027,I
then it lose heart and go away,lose_heart,0,[],PNP,AV0,CJC,VVZ,1,7,-0.09175,I
and the little one will lose heart and it life will drift away if it be cut off for too long from it own animal world,lose_heart,0,[],VM0,PNI,CJC,DPS,1,26,0.034933333,I
an acrid smell pollute the room and the ragged blanket on the bed show how maggie have lose heart,lose_heart,0,[],VHD,NP0,,,1,19,0.303857143,I
if that gap be not narrow we could well see a backlash as business do they bit for the environment lose heart at the apparent lack of consumer interest,lose_heart,0,[],NN1,AT0,PRP,AT0,1,29,0.229631579,I
the 31-year-old yorkshireman 's enthusiastic work in the back four he surging run on the overlap and he ferocious shooting have all be badly miss in a side that have lose it heart and it way in a disastrous plunge down the table,lose_heart,1,['DPS'],VHZ,CJT,CJC,DPS,1,43,0.004444444,I
lose not you heart to the prince child he will wreak havoc with many a feminine heart i doubt not ere he reach he majority,lose_heart,2,"['XX0', 'DPS']",,DPS,PRP,AT0,2,25,0.1186,I
when life seem ordinary st james encourage we to wait patiently and joyfully for christ 's coming and not to lose heart,lose_heart,0,[],TO0,XX0,,,1,22,0.48,I
it be niki who have lose heart,lose_heart,0,[],VHD,PNQ,,,2,7,0.121333333,I
those who lose heart and cry out in despair be remind that jesus be in command and that he will steer the little ship of the church into calm water,lose_heart,0,[],PNQ,DT0,CJC,VVB,1,30,0.121736842,I
i would advise such reader not to lose heart there be nothing in this book which can not be grasp by an 11-year-old who employ a little application i know because i have test it on an 11-year-old,lose_heart,0,[],TO0,XX0,EX0,VBZ,1,38,0.161333333,I
you lose heart you really do what with one thing and another,lose_heart,0,[],PNP,,PNP,AV0,1,12,0.103,I
they have lose heart stash away they manuscript and tell themselves they be never really writer anyway,lose_heart,0,[],VHB,PNP,VVD-VVN,AV0,1,17,0.169333333,I
you have to pick yourself up when you get rebuff for the thousandth time and despite the discouragement do not lose heart,lose_heart,0,[],XX0,VDB,,,1,22,0.333933333,I
sad martina lose heart,lose_heart,0,[],NP0-NN1,AJ0,,,1,4,-0.419666667,I
leeds united 's record buy david rocastle last night refuse to lose heart over he failure to break into the first team at elland road,lose_heart,0,[],TO0,VVD-VVN,PRP-AVP,DPS,1,25,0.111,I
do not lose heart when they hit the enemy vengeance will be yours,lose_heart,0,[],XX0,VDB,CJS,PNP,1,13,-0.056857143,I
andrew hemming who manage an alcohol recovery project in manchester for turn point say people have lose heart and start to drink again because of delay in establish whether the local authority be go to pay for treatment,lose_heart,0,[],VHD,NN0,CJC,VVD,1,38,0.296033333,I
in this most strange place and in this short moment nicholas lose he heart and know for certain that at last at very last without doubt or question he have fall in love,lose_heart,1,['DPS'],NP0,NN1,CJC,VVD,1,33,0.051571429,I
i lose i heart and i common sense,lose_heart,1,['DPS'],PNP,,CJC,DPS,1,8,-0.04,I
he have lose he heart and be in danger of lose he head,lose_heart,1,['DPS'],VHD,PNP,CJC,VBD,1,13,-0.075,I
we lose heart over it he say,lose_heart,0,[],PNP,,PRP,PNP,1,7,0.07075,I
i be pretend to be another man but lose i own heart,lose_heart,2,"['DPS', 'DT0']",CJC,NN1,,,1,12,-0.036833333,I
erm but thing like er you could see how people would lose heart with decorating er because fairly soon after you have decorate the ceiling and the wall erm just below the heater and above the heater cos it be almost well it be almost completely black,lose_heart,0,[],VM0,NN0,PRP,NN1-VVG,1,47,0.243304348,I
floy remember what nuadu airgetlam have say about the robemaker take sacrifice from the ordinary irish people and put the son to work in the dark workshop and guess that the people have simply lose heart,lose_heart,0,[],AV0,VHD,,,1,36,0.366,I
so many people give up because after the elation of see the pound fall off in the first few day they lose heart when weight loss slow down,lose_heart,0,[],PNP,NN2,CJS-AVQ,NN1,1,28,0.195391304,I
now that he will not have ma to talk to and there be no mr blake to get up a subscription if he go down i would say he might lose heart altogether,lose_heart,0,[],VM0,PNP,AV0,,1,33,0.320142857,I
in london in january i lose i heart,lose_heart,1,['DPS'],PNP,NP0,,,1,8,0.0092,I
four year after that hunt ball where nicandra lose she heart for ever aunt tossie break into she moneybox to endow the marriage of nicandra constance with andrew julian,lose_heart,1,['DPS'],NP0,CJS-AVQ,PRP,AV0,1,29,0.317230769,I
i swear i shall make you lose you heart completely,lose_heart,1,['DPS'],PNP,VVI,AV0,,1,10,0.104,Q
i have see what can happen when a person lose they heart and they freedom to someone else,lose_heart,1,['DPS'],NN1,AT0,CJC,DPS,1,18,0.533666667,I
but then stuart meet a little girl who be fully human but every bit as short as stuart and he heart be lose to she,lose_heart,1,['PRP'],VBZ,NN1,,,1,25,0.028615385,I
or have a streetplan of be lose heart,lose_heart,0,[],VBD,PRF,,,1,8,0.32575,I
she heart have be lose to he the first moment she have set eye on he,lose_heart,10,"['PRP', 'PNP', 'AT0', 'ORD', 'NN1', 'PNP', 'VHD', 'VVN', 'NN2', 'PRP']",VBN,VHD,,,1,16,0.4612,I
the only secret she have with travis be about rosemary but since naylor have never hear of rosemary he could not have sense that travis have lose he heart to she neighbour could he,lose_heart,1,['DPS'],VHD,NP0,PRP,DPS,1,34,0.421230769,I
he matter to shelley very much as a doctor and as a person and she could not bear to think of he lose that precious heart to this young girl who regard he just as someone to pay she bill,lose_heart,2,"['DT0-CJT', 'AJ0']",PNP,PRF,PRP,DT0,1,40,0.441904762,I
oh do not lose heart helen say briskly,lose_heart,0,[],XX0,VDB,NP0,VVD,1,8,0.220666667,I
last week 's victory over goran ivanisevic be he first over a top 10 player and against frana he never lose heart even though he rival be hold serve far more comfortably in the early stage of both set,lose_heart,0,[],AV0,PNP,AV0,CJS,1,39,0.085272727,I
at this very moment the german attack again and as so often happen on the death of an inspired leader macker 's man lose heart,lose_heart,0,[],NN2,POS,,,1,25,0.231333333,I
as an artist branwell go to london to seek admission to the royal academy school but he lose heart as soon as he arrive and never even begin,lose_heart,0,[],PNP,CJC,CJS,AV0,1,28,0.345058824,I
so not a good day for city but they should not lose heart as the score line the home side and on another day might well be reverse as they be not that much difference in the goal,lose_heart,0,[],XX0,VM0,PRP-CJS,AT0,1,38,0.43035,I
